Product Name,Price,Original Price,Discount,Rating,Reviews,Product URL,Image URL
"realme P4 Lite 5G (Mosaic Blue, 64 GB)","₹14,749","₹28,999","49% off","4.3","8,578 Ratings","https://www.flipkart.com/realme-p4-lite-5g-mosaic-blue-64-gb/p/itm90c243961f214?pid=MOBHN7A8CMJGRACT&lid=LSTMOBHN7A8CMJGRACTDRIOJU&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_27&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=a77e2f28-7c6a-4936-8038-25dde7cf7647.MOBHN7A8CMJGRACT.SEARCH&ppt=sp&ppn=sp&ssid=scmxhkkcao0000001783235655225&qH=eb4af0bf07c16429&ov_redirect=true","https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/z/a/-original-imahhngs3z46gnew.jpeg?q=70"
"realme P4R 5G (Silver Glare, 256 GB)","₹22,999","₹44,999","48% off","4.5","1,445 Ratings","https://www.flipkart.com/realme-p4r-5g-silver-glare-256-gb/p/itmb42ae388c1ef6?pid=MOBHMYR3NGRA6CGK&lid=LSTMOBHMYR3NGRA6CGKJWYZVO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_6&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=51eb7364-13d1-4df9-a471-d1b2320c96a5.MOBHMYR3NGRA6CGK.SEARCH&ppt=None&ppn=None&ssid=scmxhkkcao0000001783235655225&qH=eb4af0bf07c16429&ov_redirect=true","https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/4/0/-original-imahz7vnwjqmj7av.jpeg?q=70"
"realme P4R 5G (Lavender Glare, 256 GB)","₹22,999","₹44,999","48% off","4.5","1,445 Ratings","https://www.flipkart.com/realme-p4r-5g-lavender-glare-256-gb/p/itmb42ae388c1ef6?pid=MOBHMYR3M5QYWBGD&lid=LSTMOBHMYR3M5QYWBGD8UMFRW&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_46&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=a77e2f28-7c6a-4936-8038-25dde7cf7647.MOBHMYR3M5QYWBGD.SEARCH&ppt=sp&ppn=sp&ssid=scmxhkkcao0000001783235655225&qH=eb4af0bf07c16429&ov_redirect=true","https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/g/k/-original-imahz7vnavgauv44.jpeg?q=70"
"realme P4R 5G (Titanium Glare, 128 GB)","₹20,999","₹39,999","47% off","4.5","1,445 Ratings","https://www.flipkart.com/realme-p4r-5g-titanium-glare-128-gb/p/itmb42ae388c1ef6?pid=MOBHMYR3MZ62YN7F&lid=LSTMOBHMYR3MZ62YN7FSERUEO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_13&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=51eb7364-13d1-4df9-a471-d1b2320c96a5.MOBHMYR3MZ62YN7F.SEARCH&ppt=None&ppn=None&ssid=scmxhkkcao0000001783235655225&qH=eb4af0bf07c16429&ov_redirect=true","https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/k/q/-original-imahz7vn9qe6bp8k.jpeg?q=70"
"realme P4R 5G (Lavender Glare, 128 GB)","₹20,999","₹39,999","47% off","4.5","1,445 Ratings","https://www.flipkart.com/realme-p4r-5g-lavender-glare-128-gb/p/itmb42ae388c1ef6?pid=MOBHMYR3NPFHTFHE&lid=LSTMOBHMYR3NPFHTFHEQL7J8Y&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_19&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=51eb7364-13d1-4df9-a471-d1b2320c96a5.MOBHMYR3NPFHTFHE.SEARCH&ppt=None&ppn=None&ssid=scmxhkkcao0000001783235655225&qH=eb4af0bf07c16429&ov_redirect=true","https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/g/k/-original-imahz7vnavgauv44.jpeg?q=70"
"realme P4R 5G (Silver Glare, 128 GB)","₹20,999","₹39,999","47% off","4.5","1,445 Ratings","https://www.flipkart.com/realme-p4r-5g-silver-glare-128-gb/p/itmb42ae388c1ef6?pid=MOBHMYR3NMRPYBY4&lid=LSTMOBHMYR3NMRPYBY4B2EWSJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&spotlightTagId=default_BestsellerId_tyy%2F4io&srno=s_2_39&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=a77e2f28-7c6a-4936-8038-25dde7cf7647.MOBHMYR3NMRPYBY4.SEARCH&ppt=sp&ppn=sp&ssid=scmxhkkcao0000001783235655225&qH=eb4af0bf07c16429&ov_redirect=true","https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/4/0/-original-imahz7vnwjqmj7av.jpeg?q=70"
"realme 16T 5G (Starlight Red, 256 GB)","₹32,999","₹62,999","47% off","3.6","144 Ratings","https://www.flipkart.com/realme-16t-5g-starlight-red-256-gb/p/itm604f2af610fd0?pid=MOBHN4XWHKKYHNGR&lid=LSTMOBHN4XWHKKYHNGRXTKLE6&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_50&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=164fb0e3-e754-4828-9f62-4645c1730536.MOBHN4XWHKKYHNGR.SEARCH&ppt=sp&ppn=sp&ssid=scmxhkkcao0000001783235655225&qH=eb4af0bf07c16429&ov_redirect=true","https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/3/s/-original-imahnmkhzx8vzg4p.jpeg?q=70"
"realme 16T 5G (Starlight Black, 256 GB)","₹32,999","₹62,999","47% off","3.6","144 Ratings","https://www.flipkart.com/realme-16t-5g-starlight-black-256-gb/p/itm604f2af610fd0?pid=MOBHN4XW8GNQQXCP&lid=LSTMOBHN4XW8GNQQXCPBCAA3L&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_51&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=164fb0e3-e754-4828-9f62-4645c1730536.MOBHN4XW8GNQQXCP.SEARCH&ppt=sp&ppn=sp&ssid=scmxhkkcao0000001783235655225&qH=eb4af0bf07c16429&ov_redirect=true","https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/t/9/-original-imahnmkhqugxzmv3.jpeg?q=70"
"realme 16T 5G (Aurora Green, 256 GB)","₹32,999","₹62,999","47% off","3.6","144 Ratings","https://www.flipkart.com/realme-16t-5g-aurora-green-256-gb/p/itm604f2af610fd0?pid=MOBHN4XW4YRU3ABP&lid=LSTMOBHN4XW4YRU3ABPC6RZN9&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_63&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=164fb0e3-e754-4828-9f62-4645c1730536.MOBHN4XW4YRU3ABP.SEARCH&ppt=sp&ppn=sp&ssid=scmxhkkcao0000001783235655225&qH=eb4af0bf07c16429&ov_redirect=true","https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/r/2/-original-imahnmkhrcmvjnhf.jpeg?q=70"
"realme P4 5G (Steel Grey, 256 GB)","₹26,999","₹50,999","47% off","4.4","20,306 Ratings","https://www.flipkart.com/realme-p4-5g-steel-grey-256-gb/p/itmf836e6de035a5?pid=MOBHN7A8DRHCGTSU&lid=LSTMOBHN7A8DRHCGTSUBSMBDL&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_79&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=5d839ed1-8e15-4da1-a3b5-40908aa1f9dc.MOBHN7A8DRHCGTSU.SEARCH&ppt=sp&ppn=sp&ssid=scmxhkkcao0000001783235655225&qH=eb4af0bf07c16429&ov_redirect=true","https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/e/o/-original-imahf4acdv4eqzvz.jpeg?q=70"
